Wallet,Fate_Rewards
0x0027be93454f18e04e26ee19c22b9dad5b2f58e5,107459.546342448028643354
0x01827a0283b2133d17e280fbdad0bada36255b95,415410.656300237134975416
0x01dc7dd1f008008e928a51f221bbdb3825f9491b,288384.036411747668627394
0x02fa5eb5067c0d4a74e83f395af7ab6db7999208,348938.457868651478181512
0x04b70e9ef8b53b13455f42186c428e9fb0853ba1,340471.419851785597704301
0x052fbc4e44764f6af0b4088b21b51b21dee62b87,2324.890052942025180136
0x058476edacb23e9507cff379e7dd8cf4dee4d2db,106035.012387242055007881
0x05eee03f9a3fa10aac2921451421a9f4e37eabbc,564089.954181215428220413
0x0655d9a7c0b6e83dab59b04409971781dfe6b691,91843.626323159049198058
0x09413652adca795c37c906fe4fd090d4a8dddbe6,55180.683109801740345413
0x0a127c3976b5dfbe8fbbb24c236318fd248486cb,1021533.31877717488145186
0x0b3804716a80539306cf5f9b4d1442f8f8b8ab92,5460.766401364041603969
0x0c2f25ef33baf2a7fe896cff0fec6f8256ee65c7,13525.920214281671173781
0x0c4fcee37b1cbcca6b794ae3322735d6f41b74ad,2298.428164144927475708
0x0d05d736db2b9923cdf3fe967ea8b4e17da94c5e,267.256833672702734102
0x0d7a90bc336ca443a89391503f327d5b78b5485d,22524.248096342197684866
0x0dccb9984b8531049706ce5a6d837df3ad35ff4a,101948.697308878340041052
0x10ac1802f11616f141bf1459a9564c0307acedf2,3679.547042060135575053
0x146217e07978475d9863f014c6e2d537e06dfa9d,1400.82048147557939929
0x15f34324ff4ec68ae359d03c4d43d52dbd0dbb31,1150855.102672808444386456
0x169162cf7f4332f7f4fcf4411269f80a82b7f55b,769.016442930912934561
0x1849fc71313329c173c7547871e69faed0077fca,37139.660228670727777888
0x1ce5379698a1bcb5df225126f3599330db5255f9,539.340076928269861018
0x21ef9e80e000122d120357eb430190e541ef60d4,19959.82643229229615332
0x22668bc75dec80ce8ca07d1dd58eb796a3a5f72d,18830.413662103954455198
0x25d53e1fe43e686cc669fb4e992891e63588434c,69060.659549755239946935
0x26183c45a99bdbaa102cc55e359a72d5b17c9dcd,349325.498811632261116867
0x27bd3c8945eadcae11c662aa939bd72fa757c958,24792.551518104290330581
